axis,axis_value,strategy,runs,is_base_value,accuracy_mean,accuracy_sd,false_confident_consensus_rate_mean,false_confident_consensus_rate_sd,independent_roots_per_question_mean,independent_roots_per_question_sd,resolved_gap_rate_mean,resolved_gap_rate_sd,questions_per_claim_mean,questions_per_claim_sd,final_independent_roots_mean,final_independent_roots_sd
question_budget_per_claim,5,lineage,8,0,0.8221666666666667,0.009352022105422839,0.015166666666666667,0.0022747754119040358,0.8800183527938721,0.026172760549617837,0.00013935340022296544,0.00039415093711624724,0.25916666666666666,0.01190304749560127,3.452166666666667,0.014270626953669329
question_budget_per_claim,5,continual,8,0,0.8830833333333333,0.006046775344222083,0.018083333333333333,0.0025804515416357186,0.6689004741509494,0.010826807823355187,0.26070899116756774,0.0153099432612447,2.9625833333333333,0.036612839278045685,5.206,0.05039652293372562
question_budget_per_claim,8,none,8,0,0.8023333333333333,0.006502746672423445,0.028166666666666666,0.0035945284698601183,0.0,0.0,0.0,0.0,0.0,0.0,3.22425,0.020041029343396067
question_budget_per_claim,8,random,8,0,0.8459166666666667,0.007696113222280366,0.013916666666666667,0.0025307631071994673,0.18382291666666667,0.003425927489989638,0.18522569452253068,0.006544327573964708,8.0,0.0,4.694833333333333,0.033445050883074104
question_budget_per_claim,8,uncertainty,8,0,0.8458333333333333,0.0049344914985443335,0.029083333333333333,0.0037363508213653406,0.19350988301882072,0.006522674838133865,0.01079506344121256,0.0021588411437662818,2.6593333333333335,0.09385568117534966,3.7386666666666666,0.02575094388777069
question_budget_per_claim,8,lineage,8,0,0.822,0.008102517735296457,0.014583333333333334,0.0018665816307161555,0.8199904042601077,0.03694743752476877,0.00013935340022296544,0.00039415093711624724,0.27841666666666665,0.015735663669229565,3.452166666666667,0.014270626953669329
question_budget_per_claim,8,continual,8,0,0.8849166666666667,0.007293724199502811,0.019166666666666665,0.0028894993250053462,0.46613862548036994,0.008433456098218405,0.27181985252110485,0.015273103176534332,4.44375,0.07331942508802199,5.29575,0.0629930079264281
min_independent_roots,2,none,8,0,0.8023333333333333,0.006502746672423445,0.028166666666666666,0.0035945284698601183,0.0,0.0,0.0,0.0,0.0,0.0,3.22425,0.020041029343396067
min_independent_roots,2,random,8,0,0.8245833333333333,0.0057064430307760365,0.016916666666666667,0.003245265171252733,0.23025,0.0047904041354884744,0.101001983810665,0.009223728346715402,3.0,0.0,3.915,0.023096759890952657
min_independent_roots,2,uncertainty,8,0,0.8241666666666667,0.0034503277967117925,0.028583333333333332,0.0035534467952938495,0.2323545159694454,0.007476019768522002,0.006299545322133908,0.0010134318951471755,1.1746666666666667,0.02734610619100138,3.49725,0.023921664485274222
